year,school_code,school_name,order_first_date,spreadsheet_first_date,total_circ,total_orders,total_revenue,dist_type
2016,CTC,Connecticut College,2016-05-27,2016-05-24,508.0,114.0,20465.0,1
2017,CTC,Connecticut College,2017-06-10,2017-06-07,445.0,66.0,11659.0,1
2018,CTC,Connecticut College,,2018-06-22,431.0,45.0,9039.0,1
2019,CTC,Connecticut College,,2019-06-07,500.0,18.0,2809.0,1
2014,WCM,Westminster College - MO,,,,,,
2015,WCM,Westminster College - MO,,,,,,
2016,WCM,Westminster College - MO,,,,,,
2017,WCM,Westminster College - MO,,,,,,
2018,WCM,Westminster College - MO,,,,,,
2019,WCM,Westminster College - MO,,2019-07-09,168.0,11.0,2792.0,1
2014,NOR,Norwich University,,2014-06-10,202.0,56.0,11757.0,
2015,NOR,Norwich University,,2015-06-17,206.0,25.0,5176.0,
2016,NOR,Norwich University,2016-06-20,2016-06-13,255.0,46.0,8640.0,1
2017,NOR,Norwich University,2017-06-26,2017-06-20,255.0,28.0,5423.0,1
2018,NOR,Norwich University,,2018-06-28,218.0,21.0,4165.0,1
2019,NOR,Norwich University,,2019-07-15,226.0,15.0,2732.0,1
2014,NTA,Nebraska College of Technical Agriculture,,,,,,
2015,NTA,Nebraska College of Technical Agriculture,,,,,,
2016,NTA,Nebraska College of Technical Agriculture,,,,,,
2017,NTA,Nebraska College of Technical Agriculture,,,,,,
2018,NTA,Nebraska College of Technical Agriculture,,2018-07-05,140.0,14.0,2146.0,1
2019,NTA,Nebraska College of Technical Agriculture,,2019-05-06,76.0,12.0,2724.0,1
2014,NYO,New York Institute of Technology-Old Westbury,,2014-07-21,79.0,21.0,4318.0,
2015,NYO,New York Institute of Technology-Old Westbury,,2015-06-22,66.0,19.0,3663.0,
2016,NYO,New York Institute of Technology-Old Westbury,2016-06-23,2016-06-13,83.0,27.0,5192.0,1
2017,NYO,New York Institute of Technology-Old Westbury,2017-06-29,2017-06-26,76.0,29.0,5127.0,1
2018,NYO,New York Institute of Technology-Old Westbury,,2018-06-08,14.0,3.0,775.0,1
2019,NYO,New York Institute of Technology-Old Westbury,,2019-07-11,79.0,13.0,2721.0,1
2014,SLA,Salem Academy and College,,2014-07-01,158.0,14.0,1943.0,
2015,SLA,Salem Academy and College,,2015-07-02,214.0,23.0,3539.0,
2016,SLA,Salem Academy and College,2016-07-16,2016-07-12,358.0,23.0,3529.0,1
2017,SLA,Salem Academy and College,2017-07-23,2017-07-18,184.0,8.0,1270.0,1
2018,SLA,Salem Academy and College,,2018-06-20,103.0,19.0,3179.0,1
2019,SLA,Salem Academy and College,,2019-05-21,145.0,16.0,2714.0,1
2014,PRU,Princeton University,,,0.0,92.0,17865.0,
2015,PRU,Princeton University,,2015-08-02,1.0,79.0,15696.0,
2016,PRU,Princeton University,2016-08-13,,,62.0,11884.0,1
2017,PRU,Princeton University,2017-06-14,,0.0,55.0,11458.0,1
2018,PRU,Princeton University,,2018-06-04,1.0,50.0,9529.0,1E
2019,PRU,Princeton University,,,0.0,14.0,2654.0,2E
2014,CBN,College of Saint Benedict,,,,,,
2015,CBN,College of Saint Benedict,,,,,,
2016,CBN,College of Saint Benedict,,,,,,
2017,CBN,College of Saint Benedict,,,,,,
2018,CBN,College of Saint Benedict,,,,,,
2019,CBN,College of Saint Benedict,,2019-07-17,430.0,11.0,2533.0,1
2014,AVO,Alverno College,,,0.0,0.0,0.0,
2015,AVO,Alverno College,,,,0.0,0.0,
2016,AVO,Alverno College,2016-08-11,2016-07-13,196.0,4.0,713.0,1
2017,AVO,Alverno College,2017-06-25,2017-06-16,64.0,12.0,2666.0,1
2018,AVO,Alverno College,,2018-07-02,104.0,2.0,76.0,1
2019,AVO,Alverno College,,2019-05-06,62.0,14.0,2528.0,1
2014,ANW,Andrews University,,,0.0,0.0,0.0,
2015,ANW,Andrews University,,,,0.0,0.0,
2016,ANW,Andrews University,2016-06-19,2016-06-03,1000.0,22.0,4697.0,7
2017,ANW,Andrews University,,,0.0,0.0,0.0,7
2018,ANW,Andrews University,,2018-06-14,950.0,28.0,5245.0,1
2019,ANW,Andrews University,,2019-07-09,828.0,10.0,2418.0,1
2014,MSN,Montana State University-Northern,,,,,,
2015,MSN,Montana State University-Northern,,,,,,
2016,MSN,Montana State University-Northern,,,,,,
2017,MSN,Montana State University-Northern,,,,,,
2018,MSN,Montana State University-Northern,,2018-07-31,199.0,8.0,2596.0,1
2019,MSN,Montana State University-Northern,,2019-05-20,157.0,13.0,2304.0,1
2014,ESM,Eastman School of Music,,2014-06-12,175.0,30.0,6175.0,
2015,ESM,Eastman School of Music,,2015-06-17,175.0,40.0,6257.0,
2016,ESM,Eastman School of Music,2016-06-22,2016-06-15,190.0,20.0,3677.0,7
2017,ESM,Eastman School of Music,2017-06-10,2017-06-01,114.0,24.0,4098.0,1
2018,ESM,Eastman School of Music,2018-06-12,2018-06-07,132.0,23.0,4304.0,1
2019,ESM,Eastman School of Music,,2019-07-05,113.0,14.0,2271.0,1
2014,SHU,Sacred Heart University,,2014-06-12,1323.0,270.0,59476.0,
2015,SHU,Sacred Heart University,,2015-05-28,1209.0,209.0,44469.0,
2016,SHU,Sacred Heart University,2016-05-22,2016-05-20,1234.0,194.0,43288.0,4
2017,SHU,Sacred Heart University,2017-06-09,2017-06-07,1345.0,221.0,46061.0,1
2018,SHU,Sacred Heart University,2018-05-19,2018-05-15,1438.0,236.0,51814.0,1
2019,SHU,Sacred Heart University,,,0.0,13.0,2229.0,1
2014,MUW,Mississippi University for Women,,2014-04-24,234.0,62.0,10927.0,
2015,MUW,Mississippi University for Women,,2015-04-23,223.0,50.0,8512.0,
2016,MUW,Mississippi University for Women,2016-05-15,2016-05-02,161.0,27.0,5119.0,1
2017,MUW,Mississippi University for Women,2017-05-02,2017-04-21,207.0,35.0,6878.0,1
2018,MUW,Mississippi University for Women,,2018-05-22,146.0,16.0,3683.0,1
2019,MUW,Mississippi University for Women,,2019-06-11,219.0,10.0,2200.0,1
2014,USE,University of Southern Maine,,,0.0,1.0,200.0,
2015,USE,University of Southern Maine,,2015-07-15,723.0,29.0,5956.0,
2016,USE,University of Southern Maine,2016-07-08,2016-06-28,779.0,54.0,11687.0,1
2017,USE,University of Southern Maine,2017-07-23,2017-07-06,914.0,22.0,4004.0,1
2018,USE,University of Southern Maine,,,0.0,1.0,152.0,1
2019,USE,University of Southern Maine,,2019-08-12,470.0,13.0,2193.0,1
2014,CHA,Chadron State College,,2014-05-05,534.0,88.0,13820.0,
2015,CHA,Chadron State College,,2015-05-07,480.0,85.0,13968.0,
2016,CHA,Chadron State College,2016-05-21,2016-05-11,864.0,72.0,11497.0,1
2017,CHA,Chadron State College,2017-06-12,2017-04-20,404.0,67.0,11070.0,1
2018,CHA,Chadron State College,2018-05-09,2018-05-01,356.0,68.0,13257.0,1
2019,CHA,Chadron State College,,2019-04-18,248.0,9.0,2177.0,1
2014,VAL,Valparaiso University,,2014-06-09,600.0,28.0,4050.0,
2015,VAL,Valparaiso University,,2015-06-23,200.0,30.0,6098.0,
2016,VAL,Valparaiso University,2016-06-23,2016-06-06,201.0,15.0,2506.0,2
2017,VAL,Valparaiso University,2017-06-23,2017-06-01,200.0,20.0,4001.0,2
2018,VAL,Valparaiso University,,2018-06-01,200.0,13.0,2284.0,2
2019,VAL,Valparaiso University,,2019-06-12,200.0,6.0,2147.0,2
2014,BLM,Bellarmine University,,2014-05-08,1069.0,92.0,16710.0,
2015,BLM,Bellarmine University,,2015-06-29,540.0,95.0,15604.0,
2016,BLM,Bellarmine University,,2016-07-05,445.0,77.0,13541.0,1
2017,BLM,Bellarmine University,2017-07-17,2017-06-22,478.0,9.0,1857.0,1
2018,BLM,Bellarmine University,,2018-06-27,476.0,67.0,13026.0,1
2019,BLM,Bellarmine University,,2019-06-14,255.0,13.0,2123.0,1
2014,AVC,Averett University,,,,,,
2015,AVC,Averett University,,,,,,
2016,AVC,Averett University,,,,,,
2017,AVC,Averett University,,,,,,
2018,AVC,Averett University,,,0.0,2.0,280.0,7
2019,AVC,Averett University,,2019-05-17,200.0,16.0,2099.0,7
2014,RCH,Rochester College,,2014-06-24,117.0,32.0,8748.0,
2015,RCH,Rochester College,,2015-06-29,592.0,19.0,3522.0,
2016,RCH,Rochester College,2016-07-06,2016-07-01,497.0,17.0,3779.0,1
2017,RCH,Rochester College,2017-06-20,2017-06-16,461.0,25.0,4343.0,1
2018,RCH,Rochester College,,2018-06-15,49.0,11.0,2304.0,1
2019,RCH,Rochester College,,2019-05-16,80.0,12.0,2086.0,1
2014,MLS,Mills College,,2014-05-21,350.0,29.0,4888.0,
2015,MLS,Mills College,,2015-05-13,350.0,35.0,4643.0,
2016,MLS,Mills College,2016-05-25,2016-05-20,1.0,23.0,3080.0,2E
2017,MLS,Mills College,2017-05-22,2017-04-11,1.0,30.0,4797.0,2E
2018,MLS,Mills College,2018-05-21,2018-04-11,200.0,19.0,2982.0,2E
2019,MLS,Mills College,,,0.0,15.0,2080.0,2E
2014,EDM,Edmonds Community College,,,0.0,22.0,3856.0,
2015,EDM,Edmonds Community College,,,0.0,15.0,2380.0,
2016,EDM,Edmonds Community College,2016-06-18,2017-05-01,,18.0,3001.0,2
2017,EDM,Edmonds Community College,2017-07-23,2017-05-08,1.0,21.0,3766.0,2E
2018,EDM,Edmonds Community College,,2018-06-22,1.0,12.0,2881.0,2E
2019,EDM,Edmonds Community College,,2019-07-15,1.0,11.0,1976.0,2E
2014,JWC,Johnson & Wales University-Charlotte,,2014-06-02,725.0,56.0,10680.0,
2015,JWC,Johnson & Wales University-Charlotte,,2015-07-08,725.0,62.0,11282.0,
2016,JWC,Johnson & Wales University-Charlotte,2016-07-19,2016-07-08,725.0,56.0,12094.0,7
2017,JWC,Johnson & Wales University-Charlotte,2017-07-10,2017-07-05,725.0,56.0,10544.0,7
2018,JWC,Johnson & Wales University-Charlotte,,2018-07-19,725.0,22.0,4484.0,7
2019,JWC,Johnson & Wales University-Charlotte,,2019-07-10,700.0,10.0,1903.0,7
2014,UAM,University of Arkansas-Monticello,,,0.0,0.0,0.0,
2015,UAM,University of Arkansas-Monticello,,2015-07-10,600.0,24.0,4343.0,
2016,UAM,University of Arkansas-Monticello,,2016-06-17,750.0,18.0,4063.0,7
2017,UAM,University of Arkansas-Monticello,2017-06-27,2017-06-12,900.0,14.0,2877.0,7
2018,UAM,University of Arkansas-Monticello,,2018-06-19,900.0,12.0,2289.0,7
2019,UAM,University of Arkansas-Monticello,,2019-06-07,900.0,10.0,1884.0,7
2014,GLC,Guilford College,,2014-05-07,702.0,70.0,13574.0,
2015,GLC,Guilford College,,2015-05-11,357.0,58.0,11183.0,
2016,GLC,Guilford College,2016-05-10,2016-05-05,439.0,54.0,10530.0,1
2017,GLC,Guilford College,2017-08-01,2017-07-27,434.0,28.0,4987.0,4
2018,GLC,Guilford College,,2018-07-24,421.0,23.0,3971.0,1
2019,GLC,Guilford College,,2019-06-24,421.0,7.0,1860.0,1
2014,MMC,Merrimack College,,,,,,
2015,MMC,Merrimack College,,,,7.0,1704.0,
2016,MMC,Merrimack College,2016-07-05,,,10.0,2071.0,
2017,MMC,Merrimack College,2017-06-20,2017-06-16,948.0,127.0,25024.0,1
2018,MMC,Merrimack College,,2018-06-14,1196.0,164.0,33988.0,1
2019,MMC,Merrimack College,,2019-05-17,1196.0,8.0,1849.0,7
2014,UCM,"UC Santa Cruz, Merrill College",,,,,,
2015,UCM,"UC Santa Cruz, Merrill College",,,,0.0,0.0,
2016,UCM,"UC Santa Cruz, Merrill College",,,,0.0,0.0,
2017,UCM,"UC Santa Cruz, Merrill College",2017-08-20,2017-08-18,425.0,21.0,2831.0,7
2018,UCM,"UC Santa Cruz, Merrill College",,2018-07-11,425.0,94.0,16909.0,7
2019,UCM,"UC Santa Cruz, Merrill College",,2019-08-08,425.0,11.0,1848.0,7
2014,LRM,Laramie County Community College,,,,,,
2015,LRM,Laramie County Community College,,,,0.0,0.0,
2016,LRM,Laramie County Community College,,,,0.0,0.0,
2017,LRM,Laramie County Community College,2017-07-16,,0.0,24.0,4287.0,7
2018,LRM,Laramie County Community College,,,0.0,14.0,2154.0,7
2019,LRM,Laramie County Community College,,2019-07-08,300.0,11.0,1823.0,7
2014,TNW,Tennessee Wesleyan University,,,,,,
2015,TNW,Tennessee Wesleyan University,,,,31.0,5962.0,
2016,TNW,Tennessee Wesleyan University,,,,29.0,6276.0,
2017,TNW,Tennessee Wesleyan University,2017-05-16,2017-05-11,586.0,18.0,3442.0,1
2018,TNW,Tennessee Wesleyan University,2018-05-30,2018-05-22,108.0,17.0,3104.0,1
2019,TNW,Tennessee Wesleyan University,,2019-05-10,137.0,9.0,1790.0,1
2014,MFL,University of Michigan - Flint,,2014-04-29,118.0,35.0,6040.0,
2015,MFL,University of Michigan - Flint,,2015-05-05,128.0,22.0,3951.0,
2016,MFL,University of Michigan - Flint,2016-06-25,2016-05-02,322.0,23.0,4597.0,1
2017,MFL,University of Michigan - Flint,2017-05-18,2017-04-20,86.0,22.0,4305.0,1
2018,MFL,University of Michigan - Flint,2018-06-12,2018-05-17,116.0,20.0,3435.0,7
2019,MFL,University of Michigan - Flint,,2019-06-28,116.0,8.0,1789.0,7
2014,MAN,"Minnesota State University, Mankato",,2014-04-25,2141.0,379.0,58822.0,
2015,MAN,"Minnesota State University, Mankato",,2015-04-23,1975.0,296.0,44592.0,
2016,MAN,"Minnesota State University, Mankato",2016-04-25,2016-04-21,2031.0,314.0,54108.0,4
2017,MAN,"Minnesota State University, Mankato",2017-04-24,2017-04-20,1720.0,222.0,39163.0,1
2018,MAN,"Minnesota State University, Mankato",2018-05-08,2018-05-01,2121.0,374.0,65710.0,1
2019,MAN,"Minnesota State University, Mankato",,,0.0,9.0,1750.0,1
2014,PSE,"Penn State-Erie, The Behrend College",,2014-07-15,600.0,10.0,1639.0,
2015,PSE,"Penn State-Erie, The Behrend College",,,0.0,1.0,101.0,
2016,PSE,"Penn State-Erie, The Behrend College",2016-06-30,2016-06-24,1000.0,24.0,5154.0,3
2017,PSE,"Penn State-Erie, The Behrend College",2017-07-04,2017-06-23,1000.0,17.0,3166.0,3
2018,PSE,"Penn State-Erie, The Behrend College",,2018-06-14,1000.0,13.0,2411.0,3
2019,PSE,"Penn State-Erie, The Behrend College",,2019-06-21,1000.0,7.0,1742.0,3
2014,GDC,Gordon State College,,,0.0,0.0,0.0,
2015,GDC,Gordon State College,,,0.0,0.0,0.0,
2016,GDC,Gordon State College,2016-07-01,2016-06-28,600.0,11.0,2202.0,7
2017,GDC,Gordon State College,2017-06-07,2017-06-12,180.0,34.0,6145.0,7
2018,GDC,Gordon State College,,2018-06-12,200.0,16.0,2718.0,7
2019,GDC,Gordon State College,,2019-07-17,200.0,9.0,1734.0,7
2014,HFU,Holy Family University,,,0.0,0.0,0.0,
2015,HFU,Holy Family University,,,,2.0,286.0,
2016,HFU,Holy Family University,2016-06-28,2016-06-20,225.0,15.0,3400.0,7
2017,HFU,Holy Family University,2017-06-17,2017-06-05,225.0,8.0,1700.0,7
2018,HFU,Holy Family University,,2018-06-13,90.0,9.0,1856.0,1
2019,HFU,Holy Family University,,2019-05-09,107.0,6.0,1687.0,1
2014,WCH,West Chester University,,2014-04-28,2242.0,484.0,88741.0,
2015,WCH,West Chester University,,2015-04-23,2322.0,450.0,77513.0,
2016,WCH,West Chester University,2016-04-23,2016-04-21,2414.0,435.0,82652.0,1
2017,WCH,West Chester University,2017-04-23,2017-04-20,2535.0,477.0,91392.0,1
2018,WCH,West Chester University,2018-05-28,2018-07-30,1025.0,62.0,10824.0,1
2019,WCH,West Chester University,,,0.0,10.0,1592.0,1
2014,EOK,Eastern Oklahoma State College,,,,,,
2015,EOK,Eastern Oklahoma State College,,,,,,
2016,EOK,Eastern Oklahoma State College,,,,,,
2017,EOK,Eastern Oklahoma State College,,,,,,
2018,EOK,Eastern Oklahoma State College,,,,,,
2019,EOK,Eastern Oklahoma State College,,2019-05-21,172.0,7.0,1574.0,1
2014,MEC,Menlo College,,,,,,
2015,MEC,Menlo College,,,,0.0,0.0,
2016,MEC,Menlo College,,,,0.0,0.0,
2017,MEC,Menlo College,2017-06-29,2017-06-12,189.0,37.0,7603.0,1
2018,MEC,Menlo College,2018-05-12,2018-05-01,191.0,44.0,10291.0,1
2019,MEC,Menlo College,,,0.0,8.0,1548.0,1
2014,NCU,North Carolina Central University,,,0.0,1.0,153.0,
2015,NCU,North Carolina Central University,,,,1.0,240.0,
2016,NCU,North Carolina Central University,2016-05-28,2016-05-18,1622.0,132.0,25110.0,1
2017,NCU,North Carolina Central University,2017-05-08,2017-05-03,1077.0,70.0,13490.0,4
2018,NCU,North Carolina Central University,,2018-06-08,688.0,56.0,9878.0,4
2019,NCU,North Carolina Central University,,2019-06-06,90.0,8.0,1519.0,1
2014,UMW,University of Mary Washington,,2014-06-12,1164.0,150.0,28110.0,
2015,UMW,University of Mary Washington,,2015-06-15,934.0,134.0,26347.0,
2016,UMW,University of Mary Washington,2016-06-20,2016-06-09,881.0,121.0,23650.0,1
2017,UMW,University of Mary Washington,2017-05-05,2017-05-02,547.0,77.0,14745.0,1
2018,UMW,University of Mary Washington,,2018-06-19,845.0,65.0,12373.0,1
2019,UMW,University of Mary Washington,,,0.0,9.0,1509.0,1
2014,HML,Hamilton College,,2014-06-11,600.0,93.0,18061.0,
2015,HML,Hamilton College,,,0.0,52.0,9609.0,
2016,HML,Hamilton College,2016-06-17,2016-05-20,1.0,23.0,4525.0,2
2017,HML,Hamilton College,2017-07-06,,0.0,10.0,2491.0,2
2018,HML,Hamilton College,,,0.0,8.0,1807.0,7
2019,HML,Hamilton College,,2019-06-26,400.0,6.0,1482.0,3
2014,NNY,Niagara University,,,,,,
2015,NNY,Niagara University,,,,,,
2016,NNY,Niagara University,,,,,,
2017,NNY,Niagara University,,,,,,
2018,NNY,Niagara University,,2018-07-17,360.0,20.0,3896.0,1
2019,NNY,Niagara University,,2019-07-19,422.0,6.0,1431.0,1
2014,OHD,Ohio Dominican University,,,0.0,0.0,0.0,
2015,OHD,Ohio Dominican University,,2015-07-15,475.0,15.0,3590.0,
2016,OHD,Ohio Dominican University,2016-07-20,2016-07-11,231.0,8.0,1586.0,1
2017,OHD,Ohio Dominican University,2017-08-07,2017-07-19,1234.0,4.0,928.0,1
2018,OHD,Ohio Dominican University,,2018-07-24,235.0,7.0,957.0,1
2019,OHD,Ohio Dominican University,,2019-04-25,591.0,8.0,1428.0,1
2014,UMR,University of Minnesota-Morris,,2014-04-25,425.0,87.0,11774.0,
2015,UMR,University of Minnesota-Morris,,2015-04-28,367.0,81.0,13580.0,
2016,UMR,University of Minnesota-Morris,2016-05-03,2016-04-29,355.0,77.0,12986.0,1
2017,UMR,University of Minnesota-Morris,2017-06-15,2017-06-12,333.0,68.0,11244.0,1
2018,UMR,University of Minnesota-Morris,2018-06-09,2018-06-01,271.0,52.0,8340.0,1
2019,UMR,University of Minnesota-Morris,,2019-08-06,343.0,12.0,1420.0,1
2014,CCO,Centenary College of Louisiana,,2014-06-24,94.0,30.0,5467.0,
2015,CCO,Centenary College of Louisiana,,2015-06-16,128.0,19.0,3144.0,
2016,CCO,Centenary College of Louisiana,2016-06-24,2016-06-21,147.0,25.0,4739.0,1
2017,CCO,Centenary College of Louisiana,2017-07-10,2017-06-26,178.0,9.0,1269.0,1
2018,CCO,Centenary College of Louisiana,,2018-07-10,191.0,6.0,1975.0,1
2019,CCO,Centenary College of Louisiana,,2019-06-24,201.0,6.0,1390.0,1
2014,CKS,Clarkson University,,,,,,
2015,CKS,Clarkson University,,,,,,
2016,CKS,Clarkson University,2016-07-25,,,,,
2017,CKS,Clarkson University,2017-07-13,,,,,
2018,CKS,Clarkson University,,,,,,
2019,CKS,Clarkson University,,,0.0,10.0,1356.0,2E
2014,GWU,George Washington University,,2014-05-21,2082.0,374.0,78711.0,
2015,GWU,George Washington University,,2015-05-14,2427.0,435.0,88314.0,
2016,GWU,George Washington University,2016-05-16,2016-05-13,2554.0,387.0,87994.0,1
2017,GWU,George Washington University,2017-05-08,2017-05-05,2481.0,331.0,70035.0,1
2018,GWU,George Washington University,2018-06-10,2018-06-07,2998.0,399.0,82621.0,1
2019,GWU,George Washington University,,,0.0,9.0,1336.0,1
2014,ORS,Oregon State University,,2014-08-08,3020.0,329.0,49986.0,
2015,ORS,Oregon State University,,2015-08-03,3778.0,362.0,59846.0,
2016,ORS,Oregon State University,2016-08-30,2016-08-26,5043.0,52.0,8482.0,1
2017,ORS,Oregon State University,2017-08-30,2017-08-29,3849.0,150.0,21584.0,1
2018,ORS,Oregon State University,,2018-08-16,3713.0,152.0,25106.0,1
2019,ORS,Oregon State University,,,0.0,5.0,1330.0,1
2014,CBA,Columbia College-SC,,2014-06-25,150.0,9.0,1548.0,
2015,CBA,Columbia College-SC,,2015-05-08,175.0,22.0,3760.0,
2016,CBA,Columbia College-SC,2016-06-30,2016-06-16,107.0,22.0,3980.0,7
2017,CBA,Columbia College-SC,2017-07-10,2017-06-27,200.0,11.0,2154.0,7
2018,CBA,Columbia College-SC,2018-06-07,2018-06-07,200.0,9.0,1763.0,7
2019,CBA,Columbia College-SC,,2019-06-17,200.0,5.0,1255.0,7
2014,WTW,Westtown School,,,0.0,13.0,2801.0,
2015,WTW,Westtown School,,,0.0,7.0,1301.0,
2016,WTW,Westtown School,2016-08-19,,,5.0,756.0,9E
2017,WTW,Westtown School,2017-08-16,2017-07-17,1.0,3.0,516.0,9E
2018,WTW,Westtown School,,,0.0,4.0,608.0,2E
2019,WTW,Westtown School,,2019-07-08,1.0,6.0,1180.0,2E
2014,UPD,University of Providence,,,,,,
2015,UPD,University of Providence,,,,,,
2016,UPD,University of Providence,,,,,,
2017,UPD,University of Providence,,,,,,
2018,UPD,University of Providence,,,,,,
2019,UPD,University of Providence,,2019-07-04,200.0,6.0,1160.0,7
2014,STK,Salem University,,,,,,
2015,STK,Salem University,,,,,,
2016,STK,Salem University,,,,,,
2017,STK,Salem University,,,,,,
2018,STK,Salem University,,,,,,
2019,STK,Salem University,,2019-06-11,90.0,5.0,1154.0,1
2014,LHU,Lock Haven University of Pennsylvania,,2014-04-24,1186.0,123.0,21884.0,
2015,LHU,Lock Haven University of Pennsylvania,,2015-04-23,840.0,113.0,19751.0,
2016,LHU,Lock Haven University of Pennsylvania,2016-05-01,2016-04-22,974.0,126.0,24671.0,1
2017,LHU,Lock Haven University of Pennsylvania,2017-06-11,2017-06-07,1627.0,87.0,15870.0,1
2018,LHU,Lock Haven University of Pennsylvania,,2018-06-13,829.0,50.0,9198.0,1
2019,LHU,Lock Haven University of Pennsylvania,,2019-05-23,73.0,7.0,1117.0,1
2014,SRU,Slippery Rock University,,2014-05-07,1566.0,359.0,65681.0,
2015,SRU,Slippery Rock University,,2015-04-23,1602.0,357.0,62230.0,
2016,SRU,Slippery Rock University,2016-04-24,2016-04-21,1703.0,259.0,52155.0,4
2017,SRU,Slippery Rock University,2017-04-23,2017-04-20,1537.0,266.0,52570.0,1
2018,SRU,Slippery Rock University,2018-05-09,2018-05-04,1555.0,208.0,41538.0,4
2019,SRU,Slippery Rock University,,,0.0,5.0,1095.0,1
2014,GOU,Goucher College,,,0.0,23.0,4292.0,
2015,GOU,Goucher College,,,0.0,21.0,3585.0,
2016,GOU,Goucher College,2016-07-02,2016-07-14,1.0,24.0,4006.0,2
2017,GOU,Goucher College,2017-07-17,2017-07-17,1.0,7.0,1360.0,2E
2018,GOU,Goucher College,,,0.0,9.0,2121.0,2E
2019,GOU,Goucher College,,,0.0,5.0,1089.0,2E
2014,CAZ,Central Arizona College,,,0.0,0.0,0.0,
2015,CAZ,Central Arizona College,,,,0.0,0.0,
2016,CAZ,Central Arizona College,2016-08-02,2016-07-11,105.0,4.0,358.0,1
2017,CAZ,Central Arizona College,2017-05-10,2017-04-27,89.0,15.0,2658.0,1
2018,CAZ,Central Arizona College,,2018-06-04,62.0,9.0,1623.0,1
2019,CAZ,Central Arizona College,,2019-06-27,89.0,9.0,1086.0,1
2014,WSS,Winston-Salem State University,,2014-06-24,484.0,39.0,7697.0,
2015,WSS,Winston-Salem State University,,2015-05-26,354.0,51.0,8657.0,
2016,WSS,Winston-Salem State University,2016-06-04,2016-05-04,1338.0,30.0,5283.0,1
2017,WSS,Winston-Salem State University,2017-07-03,2017-06-16,672.0,59.0,10331.0,1
2018,WSS,Winston-Salem State University,,2018-06-28,723.0,55.0,8985.0,1
2019,WSS,Winston-Salem State University,,2019-08-02,1033.0,3.0,1067.0,1
2014,FMU,Francis Marion University,,2014-07-07,500.0,57.0,9657.0,
2015,FMU,Francis Marion University,,2015-06-09,450.0,60.0,11969.0,
2016,FMU,Francis Marion University,2016-06-11,2016-06-14,450.0,45.0,9131.0,7
2017,FMU,Francis Marion University,2017-06-28,2017-06-22,500.0,28.0,5152.0,7
2018,FMU,Francis Marion University,,,0.0,12.0,2577.0,7
2019,FMU,Francis Marion University,,2019-06-24,200.0,4.0,1009.0,7
2014,SOM,Southwestern Michigan College,,2014-07-09,394.0,42.0,6699.0,
2015,SOM,Southwestern Michigan College,,2015-06-17,272.0,34.0,5300.0,
2016,SOM,Southwestern Michigan College,2016-07-25,2016-07-21,304.0,20.0,3299.0,1
2017,SOM,Southwestern Michigan College,2017-08-04,,0.0,15.0,2131.0,1
2018,SOM,Southwestern Michigan College,,,0.0,16.0,3060.0,2
2019,SOM,Southwestern Michigan College,,2019-07-18,350.0,3.0,953.0,2
2014,GAC,Gustavus Adolphus College,,2014-06-02,750.0,82.0,15369.0,
2015,GAC,Gustavus Adolphus College,,2015-06-01,750.0,77.0,13659.0,
2016,GAC,Gustavus Adolphus College,,2016-06-23,750.0,69.0,13924.0,7
2017,GAC,Gustavus Adolphus College,,2017-06-12,628.0,81.0,13750.0,7
2018,GAC,Gustavus Adolphus College,,2018-06-13,650.0,59.0,12610.0,7
2019,GAC,Gustavus Adolphus College,,2019-07-29,650.0,5.0,933.0,7
2014,GMA,Gordon College - MA,,2014-06-10,436.0,60.0,10804.0,
2015,GMA,Gordon College - MA,,2015-06-24,450.0,54.0,10551.0,
2016,GMA,Gordon College - MA,2016-06-22,2016-06-20,444.0,74.0,15838.0,1
2017,GMA,Gordon College - MA,2017-06-23,2017-06-21,444.0,39.0,6362.0,1
2018,GMA,Gordon College - MA,,2018-07-05,454.0,26.0,4761.0,1
2019,GMA,Gordon College - MA,,2019-06-07,596.0,5.0,897.0,1
2014,FAH,Florida Atlantic University-Jupiter Campus,,2014-06-04,58.0,20.0,3297.0,
2015,FAH,Florida Atlantic University-Jupiter Campus,,2015-06-08,109.0,22.0,4381.0,
2016,FAH,Florida Atlantic University-Jupiter Campus,2016-07-05,,,8.0,1940.0,1
2017,FAH,Florida Atlantic University-Jupiter Campus,2017-07-03,2017-06-28,79.0,13.0,2208.0,1
2018,FAH,Florida Atlantic University-Jupiter Campus,,2018-06-28,16.0,0.0,0.0,1
2019,FAH,Florida Atlantic University-Jupiter Campus,,2019-07-12,165.0,4.0,896.0,1
2014,VAS,Vassar College,,2014-06-10,616.0,154.0,31094.0,
2015,VAS,Vassar College,,2015-06-18,610.0,129.0,23756.0,
2016,VAS,Vassar College,2016-06-16,2016-06-14,606.0,141.0,28181.0,4
2017,VAS,Vassar College,2017-07-07,2017-07-06,580.0,133.0,23401.0,1
2018,VAS,Vassar College,,2018-06-20,708.0,148.0,27742.0,1
2019,VAS,Vassar College,,,0.0,6.0,881.0,1
2014,BLU,Bloomsburg University,,2014-04-29,2654.0,359.0,72085.0,
2015,BLU,Bloomsburg University,,2015-04-29,2657.0,382.0,72983.0,
2016,BLU,Bloomsburg University,2016-06-22,2016-06-22,1925.0,172.0,33395.0,1
